Hour,Load [kW]
2249.0,6888.8042638543375
2250.0,9023.363331527513
2251.0,9702.541216696247
2252.0,9120.388743694471
2253.0,8053.109209857886
2254.0,6888.8042638543375
2255.0,6403.677203019525
2256.0,6209.626378685601
2257.0,5821.524730017751
2258.0,5627.473905683824
2259.0,5530.448493516861
2260.0,5433.423081349901
2261.0,4948.296020515088
2262.0,5045.32143268205
2263.0,5336.397669182938
2264.0,6112.600966518637
2265.0,6791.778851687375
2266.0,6694.753439520413
2267.0,6500.702615186488
2268.0,6597.72802735345
2269.0,6791.778851687375
2270.0,7082.855088188262
2271.0,6985.829676021299
2272.0,6209.626378685601
2273.0,6888.8042638543375
2274.0,9023.363331527513
2275.0,9702.541216696247
2276.0,9120.388743694471
2277.0,8053.109209857886
2278.0,6888.8042638543375
2279.0,6403.677203019525
2280.0,6209.626378685601
2281.0,5821.524730017751
2282.0,5627.473905683824
2283.0,5530.448493516861
2284.0,5433.423081349901
2285.0,4948.296020515088
2286.0,5045.32143268205
2287.0,5336.397669182938
2288.0,6112.600966518637
2289.0,6791.778851687375
2290.0,6694.753439520413
2291.0,6500.702615186488
2292.0,6597.72802735345
2293.0,6791.778851687375
2294.0,7082.855088188262
2295.0,6985.829676021299
2296.0,6209.626378685601
2297.0,6888.8042638543375
2298.0,9023.363331527513
2299.0,9702.541216696247
2300.0,9120.388743694471
2301.0,8053.109209857886
2302.0,6888.8042638543375
2303.0,6403.677203019525
2304.0,6209.626378685601
2305.0,5821.524730017751
2306.0,5627.473905683824
2307.0,5530.448493516861
2308.0,5433.423081349901
2309.0,4948.296020515088
2310.0,5045.32143268205
2311.0,5336.397669182938
2312.0,6112.600966518637
2313.0,6791.778851687375
2314.0,6694.753439520413
2315.0,6500.702615186488
2316.0,6597.72802735345
2317.0,6791.778851687375
2318.0,7082.855088188262
2319.0,6985.829676021299
2320.0,6209.626378685601
2321.0,6888.8042638543375
2322.0,9023.363331527513
2323.0,9702.541216696247
2324.0,9120.388743694471
2325.0,8053.109209857886
2326.0,6888.8042638543375
2327.0,6403.677203019525
2328.0,6209.626378685601
2329.0,5821.524730017751
2330.0,5627.473905683824
2331.0,5530.448493516861
2332.0,5433.423081349901
2333.0,4948.296020515088
2334.0,5045.32143268205
2335.0,5336.397669182938
2336.0,6112.600966518637
2337.0,6791.778851687375
2338.0,6694.753439520413
2339.0,6500.702615186488
2340.0,6597.72802735345
2341.0,6791.778851687375
2342.0,7082.855088188262
2343.0,6985.829676021299
2344.0,6209.626378685601
2345.0,6888.8042638543375
2346.0,9023.363331527513
2347.0,9702.541216696247
2348.0,9120.388743694471
2349.0,8053.109209857886
2350.0,6888.8042638543375
2351.0,6403.677203019525
2352.0,6209.626378685601
2353.0,5821.524730017751
2354.0,5627.473905683824
2355.0,5530.448493516861
2356.0,5433.423081349901
2357.0,4948.296020515088
2358.0,5045.32143268205
2359.0,5336.397669182938
2360.0,6112.600966518637
2361.0,6791.778851687375
2362.0,6694.753439520413
2363.0,6500.702615186488
2364.0,6597.72802735345
2365.0,6791.778851687375
2366.0,7082.855088188262
2367.0,6985.829676021299
2368.0,6209.626378685601
2369.0,6888.8042638543375
2370.0,9023.363331527513
2371.0,9702.541216696247
2372.0,9120.388743694471
2373.0,8053.109209857886
2374.0,6888.8042638543375
2375.0,6403.677203019525
2376.0,6209.626378685601
2377.0,5821.524730017751
2378.0,5627.473905683824
2379.0,5530.448493516861
2380.0,5433.423081349901
2381.0,4948.296020515088
2382.0,5045.32143268205
2383.0,5336.397669182938
2384.0,6112.600966518637
2385.0,6791.778851687375
2386.0,6694.753439520413
2387.0,6500.702615186488
2388.0,6597.72802735345
2389.0,6791.778851687375
2390.0,7082.855088188262
2391.0,6985.829676021299
2392.0,6209.626378685601
2393.0,6888.8042638543375
2394.0,9023.363331527513
2395.0,9702.541216696247
2396.0,9120.388743694471
2397.0,8053.109209857886
2398.0,6888.8042638543375
2399.0,6403.677203019525
2400.0,6209.626378685601
2401.0,5821.524730017751
2402.0,5627.473905683824
2403.0,5530.448493516861
2404.0,5433.423081349901
2405.0,4948.296020515088
2406.0,5045.32143268205
2407.0,5336.397669182938
2408.0,6112.600966518637
2409.0,6791.778851687375
2410.0,6694.753439520413
2411.0,6500.702615186488
2412.0,6597.72802735345
2413.0,6791.778851687375
2414.0,7082.855088188262
2415.0,6985.829676021299
2416.0,6209.626378685601
2417.0,6888.8042638543375
2418.0,9023.363331527513
2419.0,9702.541216696247
2420.0,9120.388743694471
2421.0,8053.109209857886
2422.0,6888.8042638543375
2423.0,6403.677203019525
2424.0,6209.626378685601
2425.0,5821.524730017751
2426.0,5627.473905683824
2427.0,5530.448493516861
2428.0,5433.423081349901
2429.0,4948.296020515088
2430.0,5045.32143268205
2431.0,5336.397669182938
2432.0,6112.600966518637
2433.0,6791.778851687375
2434.0,6694.753439520413
2435.0,6500.702615186488
2436.0,6597.72802735345
2437.0,6791.778851687375
2438.0,7082.855088188262
2439.0,6985.829676021299
2440.0,6209.626378685601
2441.0,6888.8042638543375
2442.0,9023.363331527513
2443.0,9702.541216696247
2444.0,9120.388743694471
2445.0,8053.109209857886
2446.0,6888.8042638543375
2447.0,6403.677203019525
2448.0,6209.626378685601
2449.0,5821.524730017751
2450.0,5627.473905683824
2451.0,5530.448493516861
2452.0,5433.423081349901
2453.0,4948.296020515088
2454.0,5045.32143268205
2455.0,5336.397669182938
2456.0,6112.600966518637
2457.0,6791.778851687375
2458.0,6694.753439520413
2459.0,6500.702615186488
2460.0,6597.72802735345
2461.0,6791.778851687375
2462.0,7082.855088188262
2463.0,6985.829676021299
2464.0,6209.626378685601
2465.0,6888.8042638543375
2466.0,9023.363331527513
2467.0,9702.541216696247
2468.0,9120.388743694471
2469.0,8053.109209857886
2470.0,6888.8042638543375
2471.0,6403.677203019525
2472.0,6209.626378685601
2473.0,5821.524730017751
2474.0,5627.473905683824
2475.0,5530.448493516861
2476.0,5433.423081349901
2477.0,4948.296020515088
2478.0,5045.32143268205
2479.0,5336.397669182938
2480.0,6112.600966518637
2481.0,6791.778851687375
2482.0,6694.753439520413
2483.0,6500.702615186488
2484.0,6597.72802735345
2485.0,6791.778851687375
2486.0,7082.855088188262
2487.0,6985.829676021299
2488.0,6209.626378685601
2489.0,6888.8042638543375
2490.0,9023.363331527513
2491.0,9702.541216696247
2492.0,9120.388743694471
2493.0,8053.109209857886
2494.0,6888.8042638543375
2495.0,6403.677203019525
2496.0,6209.626378685601
2497.0,5821.524730017751
2498.0,5627.473905683824
2499.0,5530.448493516861
2500.0,5433.423081349901
2501.0,4948.296020515088
2502.0,5045.32143268205
2503.0,5336.397669182938
2504.0,6112.600966518637
2505.0,6791.778851687375
2506.0,6694.753439520413
2507.0,6500.702615186488
2508.0,6597.72802735345
2509.0,6791.778851687375
2510.0,7082.855088188262
2511.0,6985.829676021299
2512.0,6209.626378685601
2513.0,6888.8042638543375
2514.0,9023.363331527513
2515.0,9702.541216696247
2516.0,9120.388743694471
2517.0,8053.109209857886
2518.0,6888.8042638543375
2519.0,6403.677203019525
2520.0,6209.626378685601
2521.0,5821.524730017751
2522.0,5627.473905683824
2523.0,5530.448493516861
2524.0,5433.423081349901
2525.0,4948.296020515088
2526.0,5045.32143268205
2527.0,5336.397669182938
2528.0,6112.600966518637
2529.0,6791.778851687375
2530.0,6694.753439520413
2531.0,6500.702615186488
2532.0,6597.72802735345
2533.0,6791.778851687375
2534.0,7082.855088188262
2535.0,6985.829676021299
2536.0,6209.626378685601
2537.0,6888.8042638543375
2538.0,9023.363331527513
2539.0,9702.541216696247
2540.0,9120.388743694471
2541.0,8053.109209857886
2542.0,6888.8042638543375
2543.0,6403.677203019525
2544.0,6209.626378685601
2545.0,5821.524730017751
2546.0,5627.473905683824
2547.0,5530.448493516861
2548.0,5433.423081349901
2549.0,4948.296020515088
2550.0,5045.32143268205
2551.0,5336.397669182938
2552.0,6112.600966518637
2553.0,6791.778851687375
2554.0,6694.753439520413
2555.0,6500.702615186488
2556.0,6597.72802735345
2557.0,6791.778851687375
2558.0,7082.855088188262
2559.0,6985.829676021299
2560.0,6209.626378685601
2561.0,6888.8042638543375
2562.0,9023.363331527513
2563.0,9702.541216696247
2564.0,9120.388743694471
2565.0,8053.109209857886
2566.0,6888.8042638543375
2567.0,6403.677203019525
2568.0,6209.626378685601
2569.0,5821.524730017751
2570.0,5627.473905683824
2571.0,5530.448493516861
2572.0,5433.423081349901
2573.0,4948.296020515088
2574.0,5045.32143268205
2575.0,5336.397669182938
2576.0,6112.600966518637
2577.0,6791.778851687375
2578.0,6694.753439520413
2579.0,6500.702615186488
2580.0,6597.72802735345
2581.0,6791.778851687375
2582.0,7082.855088188262
2583.0,6985.829676021299
2584.0,6209.626378685601
2585.0,6888.8042638543375
2586.0,9023.363331527513
2587.0,9702.541216696247
2588.0,9120.388743694471
2589.0,8053.109209857886
2590.0,6888.8042638543375
2591.0,6403.677203019525
2592.0,6209.626378685601
2593.0,5821.524730017751
2594.0,5627.473905683824
2595.0,5530.448493516861
2596.0,5433.423081349901
2597.0,4948.296020515088
2598.0,5045.32143268205
2599.0,5336.397669182938
2600.0,6112.600966518637
2601.0,6791.778851687375
2602.0,6694.753439520413
2603.0,6500.702615186488
2604.0,6597.72802735345
2605.0,6791.778851687375
2606.0,7082.855088188262
2607.0,6985.829676021299
2608.0,6209.626378685601
2609.0,6888.8042638543375
2610.0,9023.363331527513
2611.0,9702.541216696247
2612.0,9120.388743694471
2613.0,8053.109209857886
2614.0,6888.8042638543375
2615.0,6403.677203019525
2616.0,6209.626378685601
2617.0,5821.524730017751
2618.0,5627.473905683824
2619.0,5530.448493516861
2620.0,5433.423081349901
2621.0,4948.296020515088
2622.0,5045.32143268205
2623.0,5336.397669182938
2624.0,6112.600966518637
2625.0,6791.778851687375
2626.0,6694.753439520413
2627.0,6500.702615186488
2628.0,6597.72802735345
2629.0,6791.778851687375
2630.0,7082.855088188262
2631.0,6985.829676021299
2632.0,6209.626378685601
2633.0,6888.8042638543375
2634.0,9023.363331527513
2635.0,9702.541216696247
2636.0,9120.388743694471
2637.0,8053.109209857886
2638.0,6888.8042638543375
2639.0,6403.677203019525
2640.0,6209.626378685601
2641.0,5821.524730017751
2642.0,5627.473905683824
2643.0,5530.448493516861
2644.0,5433.423081349901
2645.0,4948.296020515088
2646.0,5045.32143268205
2647.0,5336.397669182938
2648.0,6112.600966518637
2649.0,6791.778851687375
2650.0,6694.753439520413
2651.0,6500.702615186488
2652.0,6597.72802735345
2653.0,6791.778851687375
2654.0,7082.855088188262
2655.0,6985.829676021299
2656.0,6209.626378685601
2657.0,6888.8042638543375
2658.0,9023.363331527513
2659.0,9702.541216696247
2660.0,9120.388743694471
2661.0,8053.109209857886
2662.0,6888.8042638543375
2663.0,6403.677203019525
2664.0,6209.626378685601
2665.0,5821.524730017751
2666.0,5627.473905683824
2667.0,5530.448493516861
2668.0,5433.423081349901
2669.0,4948.296020515088
2670.0,5045.32143268205
2671.0,5336.397669182938
2672.0,6112.600966518637
2673.0,6791.778851687375
2674.0,6694.753439520413
2675.0,6500.702615186488
2676.0,6597.72802735345
2677.0,6791.778851687375
2678.0,7082.855088188262
2679.0,6985.829676021299
2680.0,6209.626378685601
2681.0,6888.8042638543375
2682.0,9023.363331527513
2683.0,9702.541216696247
2684.0,9120.388743694471
2685.0,8053.109209857886
2686.0,6888.8042638543375
2687.0,6403.677203019525
2688.0,6209.626378685601
2689.0,5821.524730017751
2690.0,5627.473905683824
2691.0,5530.448493516861
2692.0,5433.423081349901
2693.0,4948.296020515088
2694.0,5045.32143268205
2695.0,5336.397669182938
2696.0,6112.600966518637
2697.0,6791.778851687375
2698.0,6694.753439520413
2699.0,6500.702615186488
2700.0,6597.72802735345
2701.0,6791.778851687375
2702.0,7082.855088188262
2703.0,6985.829676021299
2704.0,6209.626378685601
2705.0,6888.8042638543375
2706.0,9023.363331527513
2707.0,9702.541216696247
2708.0,9120.388743694471
2709.0,8053.109209857886
2710.0,6888.8042638543375
2711.0,6403.677203019525
2712.0,6209.626378685601
2713.0,5821.524730017751
2714.0,5627.473905683824
2715.0,5530.448493516861
2716.0,5433.423081349901
2717.0,4948.296020515088
2718.0,5045.32143268205
2719.0,5336.397669182938
2720.0,6112.600966518637
2721.0,6791.778851687375
2722.0,6694.753439520413
2723.0,6500.702615186488
2724.0,6597.72802735345
2725.0,6791.778851687375
2726.0,7082.855088188262
2727.0,6985.829676021299
2728.0,6209.626378685601
2729.0,6888.8042638543375
2730.0,9023.363331527513
2731.0,9702.541216696247
2732.0,9120.388743694471
2733.0,8053.109209857886
2734.0,6888.8042638543375
2735.0,6403.677203019525
2736.0,6209.626378685601
2737.0,5821.524730017751
2738.0,5627.473905683824
2739.0,5530.448493516861
2740.0,5433.423081349901
2741.0,4948.296020515088
2742.0,5045.32143268205
2743.0,5336.397669182938
2744.0,6112.600966518637
2745.0,6791.778851687375
2746.0,6694.753439520413
2747.0,6500.702615186488
2748.0,6597.72802735345
2749.0,6791.778851687375
2750.0,7082.855088188262
2751.0,6985.829676021299
2752.0,6209.626378685601
2753.0,6888.8042638543375
2754.0,9023.363331527513
2755.0,9702.541216696247
2756.0,9120.388743694471
2757.0,8053.109209857886
2758.0,6888.8042638543375
2759.0,6403.677203019525
2760.0,6209.626378685601
2761.0,5821.524730017751
2762.0,5627.473905683824
2763.0,5530.448493516861
2764.0,5433.423081349901
2765.0,4948.296020515088
2766.0,5045.32143268205
2767.0,5336.397669182938
2768.0,6112.600966518637
2769.0,6791.778851687375
2770.0,6694.753439520413
2771.0,6500.702615186488
2772.0,6597.72802735345
2773.0,6791.778851687375
2774.0,7082.855088188262
2775.0,6985.829676021299
2776.0,6209.626378685601
2777.0,6888.8042638543375
2778.0,9023.363331527513
2779.0,9702.541216696247
2780.0,9120.388743694471
2781.0,8053.109209857886
2782.0,6888.8042638543375
2783.0,6403.677203019525
2784.0,6209.626378685601
2785.0,5821.524730017751
2786.0,5627.473905683824
2787.0,5530.448493516861
2788.0,5433.423081349901
2789.0,4948.296020515088
2790.0,5045.32143268205
2791.0,5336.397669182938
2792.0,6112.600966518637
2793.0,6791.778851687375
2794.0,6694.753439520413
2795.0,6500.702615186488
2796.0,6597.72802735345
2797.0,6791.778851687375
2798.0,7082.855088188262
2799.0,6985.829676021299
2800.0,6209.626378685601
2801.0,6888.8042638543375
2802.0,9023.363331527513
2803.0,9702.541216696247
2804.0,9120.388743694471
2805.0,8053.109209857886
2806.0,6888.8042638543375
2807.0,6403.677203019525
2808.0,6209.626378685601
2809.0,5821.524730017751
2810.0,5627.473905683824
2811.0,5530.448493516861
2812.0,5433.423081349901
2813.0,4948.296020515088
2814.0,5045.32143268205
2815.0,5336.397669182938
2816.0,6112.600966518637
2817.0,6791.778851687375
2818.0,6694.753439520413
2819.0,6500.702615186488
2820.0,6597.72802735345
2821.0,6791.778851687375
2822.0,7082.855088188262
2823.0,6985.829676021299
2824.0,6209.626378685601
2825.0,6888.8042638543375
2826.0,9023.363331527513
2827.0,9702.541216696247
2828.0,9120.388743694471
2829.0,8053.109209857886
2830.0,6888.8042638543375
2831.0,6403.677203019525
2832.0,6209.626378685601
2833.0,5821.524730017751
2834.0,5627.473905683824
2835.0,5530.448493516861
2836.0,5433.423081349901
2837.0,4948.296020515088
2838.0,5045.32143268205
2839.0,5336.397669182938
2840.0,6112.600966518637
2841.0,6791.778851687375
2842.0,6694.753439520413
2843.0,6500.702615186488
2844.0,6597.72802735345
2845.0,6791.778851687375
2846.0,7082.855088188262
2847.0,6985.829676021299
2848.0,6209.626378685601
2849.0,6888.8042638543375
2850.0,9023.363331527513
2851.0,9702.541216696247
2852.0,9120.388743694471
2853.0,8053.109209857886
2854.0,6888.8042638543375
2855.0,6403.677203019525
2856.0,6209.626378685601
2857.0,5821.524730017751
2858.0,5627.473905683824
2859.0,5530.448493516861
2860.0,5433.423081349901
2861.0,4948.296020515088
2862.0,5045.32143268205
2863.0,5336.397669182938
2864.0,6112.600966518637
2865.0,6791.778851687375
2866.0,6694.753439520413
2867.0,6500.702615186488
2868.0,6597.72802735345
2869.0,6791.778851687375
2870.0,7082.855088188262
2871.0,6985.829676021299
2872.0,6209.626378685601
2873.0,6888.8042638543375
2874.0,9023.363331527513
2875.0,9702.541216696247
2876.0,9120.388743694471
2877.0,8053.109209857886
2878.0,6888.8042638543375
2879.0,6403.677203019525
2880.0,6209.626378685601
2881.0,5821.524730017751
2882.0,5627.473905683824
2883.0,5530.448493516861
2884.0,5433.423081349901
2885.0,4948.296020515088
2886.0,5045.32143268205
2887.0,5336.397669182938
2888.0,6112.600966518637
2889.0,6791.778851687375
2890.0,6694.753439520413
2891.0,6500.702615186488
2892.0,6597.72802735345
2893.0,6791.778851687375
2894.0,7082.855088188262
2895.0,6985.829676021299
2896.0,6209.626378685601
2897.0,6888.8042638543375
2898.0,9023.363331527513
2899.0,9702.541216696247
2900.0,9120.388743694471
2901.0,8053.109209857886
2902.0,6888.8042638543375
2903.0,6403.677203019525
2904.0,6209.626378685601
2905.0,5821.524730017751
2906.0,5627.473905683824
2907.0,5530.448493516861
2908.0,5433.423081349901
2909.0,4948.296020515088
2910.0,5045.32143268205
2911.0,5336.397669182938
2912.0,6112.600966518637
2913.0,6791.778851687375
2914.0,6694.753439520413
2915.0,6500.702615186488
2916.0,6597.72802735345
2917.0,6791.778851687375
2918.0,7082.855088188262
2919.0,6985.829676021299
2920.0,6209.626378685601
2921.0,6888.8042638543375
2922.0,9023.363331527513
2923.0,9702.541216696247
2924.0,9120.388743694471
2925.0,8053.109209857886
2926.0,6888.8042638543375
2927.0,6403.677203019525
2928.0,6209.626378685601
2929.0,5821.524730017751
2930.0,5627.473905683824
2931.0,5530.448493516861
2932.0,5433.423081349901
2933.0,4948.296020515088
2934.0,5045.32143268205
2935.0,5336.397669182938
2936.0,6112.600966518637
2937.0,6791.778851687375
2938.0,6694.753439520413
2939.0,6500.702615186488
2940.0,6597.72802735345
2941.0,6791.778851687375
2942.0,7082.855088188262
2943.0,6985.829676021299
2944.0,6209.626378685601
2945.0,6888.8042638543375
2946.0,9023.363331527513
2947.0,9702.541216696247
2948.0,9120.388743694471
2949.0,8053.109209857886
2950.0,6888.8042638543375
2951.0,6403.677203019525
2952.0,6209.626378685601
2953.0,5821.524730017751
2954.0,5627.473905683824
2955.0,5530.448493516861
2956.0,5433.423081349901
2957.0,4948.296020515088
2958.0,5045.32143268205
2959.0,5336.397669182938
2960.0,6112.600966518637
2961.0,6791.778851687375
2962.0,6694.753439520413
2963.0,6500.702615186488
2964.0,6597.72802735345
2965.0,6791.778851687375
2966.0,7082.855088188262
2967.0,6985.829676021299
2968.0,6209.626378685601
2969.0,6888.8042638543375
2970.0,9023.363331527513
2971.0,9702.541216696247
2972.0,9120.388743694471
2973.0,8053.109209857886
2974.0,6888.8042638543375
2975.0,6403.677203019525
2976.0,6209.626378685601
2977.0,5821.524730017751
2978.0,5627.473905683824
2979.0,5530.448493516861
2980.0,5433.423081349901
2981.0,4948.296020515088
2982.0,5045.32143268205
2983.0,5336.397669182938
2984.0,6112.600966518637
2985.0,6791.778851687375
2986.0,6694.753439520413
2987.0,6500.702615186488
2988.0,6597.72802735345
2989.0,6791.778851687375
2990.0,7082.855088188262
2991.0,6985.829676021299
2992.0,6209.626378685601
2993.0,6888.8042638543375
2994.0,9023.363331527513
2995.0,9702.541216696247
2996.0,9120.388743694471
2997.0,8053.109209857886
2998.0,6888.8042638543375
2999.0,6403.677203019525
3000.0,6209.626378685601
3001.0,5821.524730017751
3002.0,5627.473905683824
3003.0,5530.448493516861
3004.0,5433.423081349901
3005.0,4948.296020515088
3006.0,5045.32143268205
3007.0,5336.397669182938
3008.0,6112.600966518637
3009.0,6791.778851687375
3010.0,6694.753439520413
3011.0,6500.702615186488
3012.0,6597.72802735345
3013.0,6791.778851687375
3014.0,7082.855088188262
3015.0,6985.829676021299
3016.0,6209.626378685601
3017.0,6888.8042638543375
3018.0,9023.363331527513
3019.0,9702.541216696247
3020.0,9120.388743694471
3021.0,8053.109209857886
3022.0,6888.8042638543375
3023.0,6403.677203019525
3024.0,6209.626378685601
3025.0,5821.524730017751
3026.0,5627.473905683824
3027.0,5530.448493516861
3028.0,5433.423081349901
3029.0,4948.296020515088
3030.0,5045.32143268205
3031.0,5336.397669182938
3032.0,6112.600966518637
3033.0,6791.778851687375
3034.0,6694.753439520413
3035.0,6500.702615186488
3036.0,6597.72802735345
3037.0,6791.778851687375
3038.0,7082.855088188262
3039.0,6985.829676021299
3040.0,6209.626378685601
3041.0,6888.8042638543375
3042.0,9023.363331527513
3043.0,9702.541216696247
3044.0,9120.388743694471
3045.0,8053.109209857886
3046.0,6888.8042638543375
3047.0,6403.677203019525
3048.0,6209.626378685601
3049.0,5821.524730017751
3050.0,5627.473905683824
3051.0,5530.448493516861
3052.0,5433.423081349901
3053.0,4948.296020515088
3054.0,5045.32143268205
3055.0,5336.397669182938
3056.0,6112.600966518637
3057.0,6791.778851687375
3058.0,6694.753439520413
3059.0,6500.702615186488
3060.0,6597.72802735345
3061.0,6791.778851687375
3062.0,7082.855088188262
3063.0,6985.829676021299
3064.0,6209.626378685601
3065.0,6888.8042638543375
3066.0,9023.363331527513
3067.0,9702.541216696247
3068.0,9120.388743694471
3069.0,8053.109209857886
3070.0,6888.8042638543375
3071.0,6403.677203019525
3072.0,6209.626378685601
3073.0,5821.524730017751
3074.0,5627.473905683824
3075.0,5530.448493516861
3076.0,5433.423081349901
3077.0,4948.296020515088
3078.0,5045.32143268205
3079.0,5336.397669182938
3080.0,6112.600966518637
3081.0,6791.778851687375
3082.0,6694.753439520413
3083.0,6500.702615186488
3084.0,6597.72802735345
3085.0,6791.778851687375
3086.0,7082.855088188262
3087.0,6985.829676021299
3088.0,6209.626378685601
3089.0,6888.8042638543375
3090.0,9023.363331527513
3091.0,9702.541216696247
3092.0,9120.388743694471
3093.0,8053.109209857886
3094.0,6888.8042638543375
3095.0,6403.677203019525
3096.0,6209.626378685601
3097.0,5821.524730017751
3098.0,5627.473905683824
3099.0,5530.448493516861
3100.0,5433.423081349901
3101.0,4948.296020515088
3102.0,5045.32143268205
3103.0,5336.397669182938
3104.0,6112.600966518637
3105.0,6791.778851687375
3106.0,6694.753439520413
3107.0,6500.702615186488
3108.0,6597.72802735345
3109.0,6791.778851687375
3110.0,7082.855088188262
3111.0,6985.829676021299
3112.0,6209.626378685601
3113.0,6888.8042638543375
3114.0,9023.363331527513
3115.0,9702.541216696247
3116.0,9120.388743694471
3117.0,8053.109209857886
3118.0,6888.8042638543375
3119.0,6403.677203019525
3120.0,6209.626378685601
3121.0,5821.524730017751
3122.0,5627.473905683824
3123.0,5530.448493516861
3124.0,5433.423081349901
3125.0,4948.296020515088
3126.0,5045.32143268205
3127.0,5336.397669182938
3128.0,6112.600966518637
3129.0,6791.778851687375
3130.0,6694.753439520413
3131.0,6500.702615186488
3132.0,6597.72802735345
3133.0,6791.778851687375
3134.0,7082.855088188262
3135.0,6985.829676021299
3136.0,6209.626378685601
3137.0,6888.8042638543375
3138.0,9023.363331527513
3139.0,9702.541216696247
3140.0,9120.388743694471
3141.0,8053.109209857886
3142.0,6888.8042638543375
3143.0,6403.677203019525
3144.0,6209.626378685601
3145.0,5821.524730017751
3146.0,5627.473905683824
3147.0,5530.448493516861
3148.0,5433.423081349901
3149.0,4948.296020515088
3150.0,5045.32143268205
3151.0,5336.397669182938
3152.0,6112.600966518637
3153.0,6791.778851687375
3154.0,6694.753439520413
3155.0,6500.702615186488
3156.0,6597.72802735345
3157.0,6791.778851687375
3158.0,7082.855088188262
3159.0,6985.829676021299
3160.0,6209.626378685601
3161.0,6888.8042638543375
3162.0,9023.363331527513
3163.0,9702.541216696247
3164.0,9120.388743694471
3165.0,8053.109209857886
3166.0,6888.8042638543375
3167.0,6403.677203019525
3168.0,6209.626378685601
3169.0,5821.524730017751
3170.0,5627.473905683824
3171.0,5530.448493516861
3172.0,5433.423081349901
3173.0,4948.296020515088
3174.0,5045.32143268205
3175.0,5336.397669182938
3176.0,6112.600966518637
3177.0,6791.778851687375
3178.0,6694.753439520413
3179.0,6500.702615186488
3180.0,6597.72802735345
3181.0,6791.778851687375
3182.0,7082.855088188262
3183.0,6985.829676021299
3184.0,6209.626378685601
3185.0,6888.8042638543375
3186.0,9023.363331527513
3187.0,9702.541216696247
3188.0,9120.388743694471
3189.0,8053.109209857886
3190.0,6888.8042638543375
3191.0,6403.677203019525
3192.0,6209.626378685601
3193.0,5821.524730017751
3194.0,5627.473905683824
3195.0,5530.448493516861
3196.0,5433.423081349901
3197.0,4948.296020515088
3198.0,5045.32143268205
3199.0,5336.397669182938
3200.0,6112.600966518637
3201.0,6791.778851687375
3202.0,6694.753439520413
3203.0,6500.702615186488
3204.0,6597.72802735345
3205.0,6791.778851687375
3206.0,7082.855088188262
3207.0,6985.829676021299
3208.0,6209.626378685601
3209.0,6888.8042638543375
3210.0,9023.363331527513
3211.0,9702.541216696247
3212.0,9120.388743694471
3213.0,8053.109209857886
3214.0,6888.8042638543375
3215.0,6403.677203019525
3216.0,6209.626378685601
3217.0,5821.524730017751
3218.0,5627.473905683824
3219.0,5530.448493516861
3220.0,5433.423081349901
3221.0,4948.296020515088
3222.0,5045.32143268205
3223.0,5336.397669182938
3224.0,6112.600966518637
3225.0,6791.778851687375
3226.0,6694.753439520413
3227.0,6500.702615186488
3228.0,6597.72802735345
3229.0,6791.778851687375
3230.0,7082.855088188262
3231.0,6985.829676021299
3232.0,6209.626378685601
3233.0,6888.8042638543375
3234.0,9023.363331527513
3235.0,9702.541216696247
3236.0,9120.388743694471
3237.0,8053.109209857886
3238.0,6888.8042638543375
3239.0,6403.677203019525
3240.0,6209.626378685601
3241.0,5821.524730017751
3242.0,5627.473905683824
3243.0,5530.448493516861
3244.0,5433.423081349901
3245.0,4948.296020515088
3246.0,5045.32143268205
3247.0,5336.397669182938
3248.0,6112.600966518637
3249.0,6791.778851687375
3250.0,6694.753439520413
3251.0,6500.702615186488
3252.0,6597.72802735345
3253.0,6791.778851687375
3254.0,7082.855088188262
3255.0,6985.829676021299
3256.0,6209.626378685601
3257.0,6888.8042638543375
3258.0,9023.363331527513
3259.0,9702.541216696247
3260.0,9120.388743694471
3261.0,8053.109209857886
3262.0,6888.8042638543375
3263.0,6403.677203019525
3264.0,6209.626378685601
3265.0,5821.524730017751
3266.0,5627.473905683824
3267.0,5530.448493516861
3268.0,5433.423081349901
3269.0,4948.296020515088
3270.0,5045.32143268205
3271.0,5336.397669182938
3272.0,6112.600966518637
3273.0,6791.778851687375
3274.0,6694.753439520413
3275.0,6500.702615186488
3276.0,6597.72802735345
3277.0,6791.778851687375
3278.0,7082.855088188262
3279.0,6985.829676021299
3280.0,6209.626378685601
3281.0,6888.8042638543375
3282.0,9023.363331527513
3283.0,9702.541216696247
3284.0,9120.388743694471
3285.0,8053.109209857886
3286.0,6888.8042638543375
3287.0,6403.677203019525
3288.0,6209.626378685601
3289.0,5821.524730017751
3290.0,5627.473905683824
3291.0,5530.448493516861
3292.0,5433.423081349901
3293.0,4948.296020515088
3294.0,5045.32143268205
3295.0,5336.397669182938
3296.0,6112.600966518637
3297.0,6791.778851687375
3298.0,6694.753439520413
3299.0,6500.702615186488
3300.0,6597.72802735345
3301.0,6791.778851687375
3302.0,7082.855088188262
3303.0,6985.829676021299
3304.0,6209.626378685601
3305.0,6888.8042638543375
3306.0,9023.363331527513
3307.0,9702.541216696247
3308.0,9120.388743694471
3309.0,8053.109209857886
3310.0,6888.8042638543375
3311.0,6403.677203019525
3312.0,6209.626378685601
3313.0,5821.524730017751
3314.0,5627.473905683824
3315.0,5530.448493516861
3316.0,5433.423081349901
3317.0,4948.296020515088
